GS,MP,FG,FGA,2P,2PA,FT,FTA,DRB,TRB,AST,STL,TOV,PTS
8.0,19.0,2.4,6.0,2.3,5.8,1.4,2.2,2.4,3.6,1.2,0.7,1.1,6.2
7.0,21.9,2.3,5.6,1.7,4.0,1.0,1.3,1.4,1.8,2.8,0.9,1.0,6.2
8.0,22.3,1.9,4.5,1.9,4.5,2.3,3.4,5.4,7.7,0.7,0.5,1.1,6.1
79.0,23.9,2.4,4.4,2.4,4.4,1.3,1.9,4.4,7.4,0.8,0.9,0.7,6.1
61.0,22.5,2.4,5.3,2.4,5.3,1.2,1.7,4.1,5.6,1.0,0.3,1.9,6.1
10.0,17.6,2.3,5.5,1.1,2.6,0.3,0.4,1.9,2.0,3.0,0.9,1.4,6.0
10.0,23.6,3.3,7.4,1.6,3.5,0.5,0.6,2.5,2.7,4.9,1.3,2.0,8.7
0.0,11.8,1.3,3.6,0.6,1.7,0.1,0.2,1.3,1.3,1.3,0.5,0.8,3.3
4.0,13.7,2.6,5.7,2.6,5.7,0.8,1.0,1.4,2.5,0.7,0.3,0.8,6.0
4.0,18.0,3.3,7.4,3.3,7.2,1.1,1.4,1.6,3.0,0.8,0.2,1.0,7.7
31.0,20.6,2.6,5.8,2.5,5.7,0.8,1.1,1.4,1.8,2.8,0.6,1.1,6.0
31.0,21.4,1.8,3.6,1.8,3.6,2.3,3.2,2.5,3.9,1.0,0.3,1.0,6.0
11.0,15.4,2.1,5.6,1.5,3.6,1.1,1.3,1.3,1.8,0.8,0.8,0.5,6.0
13.0,23.4,1.9,4.6,1.0,2.3,1.2,1.4,2.0,2.6,1.3,0.6,0.9,6.0
4.0,15.7,2.3,6.5,1.7,4.7,0.7,1.1,2.3,2.7,0.8,0.5,1.2,6.0
2.0,17.1,2.2,5.5,1.9,4.4,1.2,1.6,1.3,1.6,2.2,1.1,1.5,5.9
14.0,18.6,2.1,5.4,1.1,2.7,0.7,0.9,1.3,1.6,2.8,0.8,1.7,5.9
78.0,28.5,2.1,4.9,2.1,4.9,1.7,2.4,3.3,5.1,2.0,0.9,1.2,5.9
18.0,20.5,2.5,5.3,2.4,4.9,0.8,1.0,3.8,4.8,1.9,0.8,0.9,5.9
6.0,17.9,2.3,6.1,1.7,4.0,0.7,1.2,2.1,3.0,2.2,0.9,1.3,5.9
0.0,17.9,2.2,5.4,1.2,3.0,0.5,0.7,1.7,2.0,1.1,0.3,0.7,5.8
0.0,17.8,2.1,6.7,1.4,4.0,0.4,0.5,1.0,1.1,1.4,0.3,1.0,5.2
0.0,18.8,2.4,5.1,1.3,2.8,0.6,0.8,1.9,2.2,1.2,0.3,0.5,6.5
0.0,14.7,1.4,4.3,0.6,2.2,0.7,0.7,2.6,2.8,0.6,0.3,0.4,4.4
24.0,20.5,2.1,5.0,2.1,4.9,1.6,2.0,1.8,2.5,1.2,0.8,1.1,5.8
24.0,20.8,2.1,5.4,1.4,3.5,0.9,1.2,2.1,2.5,1.7,0.8,1.0,5.8
0.0,16.8,2.4,4.7,2.4,4.6,0.8,1.6,2.9,4.6,0.4,0.7,0.6,5.7
38.0,23.3,2.2,5.7,2.1,5.4,1.3,2.1,3.0,5.2,1.1,0.6,1.3,5.7
0.0,18.5,2.1,4.6,1.2,2.8,0.7,0.8,1.6,2.0,1.6,0.7,1.0,5.7
14.0,20.6,2.1,5.7,1.8,4.4,1.1,1.7,1.6,2.2,5.0,1.1,1.8,5.7
7.0,20.2,2.3,5.3,2.3,5.1,0.9,1.2,3.3,4.9,0.8,0.4,0.9,5.6
6.0,21.8,2.4,5.1,2.4,5.0,1.0,1.4,3.4,5.1,0.9,0.3,1.0,5.9
1.0,19.5,2.3,5.3,2.3,5.2,0.9,1.1,3.2,4.8,0.7,0.4,0.8,5.4
2.0,15.1,2.3,4.8,2.3,4.7,1.0,1.3,2.0,3.2,0.7,0.2,0.8,5.6
6.0,16.1,2.1,5.1,1.7,3.9,0.9,1.1,1.1,1.6,2.4,0.8,1.2,5.5
1.0,13.7,1.7,4.6,1.1,2.9,1.3,1.5,1.6,1.9,0.5,0.4,0.8,5.4
0.0,13.3,1.8,4.6,1.2,3.0,1.0,1.2,1.3,1.7,2.1,0.6,1.3,5.4
26.0,17.6,2.1,4.6,1.4,2.8,0.3,0.5,1.9,2.7,1.2,0.5,0.5,5.3
10.0,19.4,2.1,4.7,1.6,3.2,0.4,0.6,2.4,3.2,1.2,0.8,0.6,5.2
16.0,16.5,2.1,4.6,1.4,2.6,0.3,0.4,1.6,2.3,1.1,0.4,0.5,5.3
22.0,14.1,1.8,4.4,1.2,2.4,1.0,1.4,1.3,2.2,0.5,0.6,0.8,5.3
0.0,13.3,2.0,4.0,2.0,4.0,1.0,1.8,2.2,3.7,0.6,0.5,0.9,5.1
1.0,16.7,2.0,4.1,2.0,4.0,1.0,1.4,2.5,3.9,0.6,0.6,0.7,5.0
0.0,17.6,2.3,4.6,2.3,4.6,0.9,1.4,2.5,4.2,0.5,0.6,0.7,5.6
0.0,13.6,1.5,4.0,0.8,2.1,1.2,1.4,2.4,3.2,0.7,0.3,0.7,5.0
74.0,28.0,2.2,4.7,2.1,4.5,0.6,0.8,2.3,3.2,1.6,0.4,0.6,5.0
4.0,13.1,1.7,4.1,1.1,2.6,1.1,1.2,0.8,1.1,0.8,0.2,0.6,5.0
0.0,13.5,2.0,5.3,1.8,4.6,0.8,1.0,0.9,1.3,1.3,0.5,0.9,5.0
35.0,17.0,1.9,4.1,1.9,4.1,1.1,1.3,2.7,3.9,0.4,0.2,0.6,4.9
2.0,18.6,1.5,3.8,1.2,2.7,1.5,1.8,1.2,1.6,2.1,0.8,0.9,4.9
4.0,14.4,1.6,4.4,1.1,2.5,1.0,1.1,1.0,1.1,2.2,0.7,0.9,4.8
2.0,14.2,1.6,4.1,0.9,2.1,1.1,1.2,0.9,1.2,1.7,0.6,0.7,4.9
2.0,14.9,1.8,5.1,1.4,3.4,0.7,0.8,1.1,1.1,3.3,0.9,1.3,4.5
34.0,22.3,1.9,4.9,1.5,3.3,0.6,0.8,1.9,2.7,2.6,0.8,1.3,4.8
1.0,15.9,1.7,4.3,1.2,3.0,0.9,1.3,2.0,3.4,1.2,0.6,0.7,4.8
51.0,21.8,1.9,4.8,1.4,3.0,0.4,0.7,2.8,4.0,1.5,0.6,0.8,4.8
14.0,14.5,1.9,4.8,1.6,3.9,0.8,1.1,1.5,2.0,0.8,0.5,0.8,4.8
13.0,18.5,1.9,4.4,1.8,4.3,0.9,1.2,1.8,2.0,3.6,1.5,1.3,4.7
12.0,18.7,1.8,4.3,1.8,4.2,0.6,0.8,1.6,1.9,3.2,1.6,1.4,4.3
1.0,20.0,2.2,5.0,2.1,4.9,1.4,1.8,2.1,2.3,4.7,1.4,1.2,5.9
21.0,12.3,2.1,4.3,2.0,4.3,0.4,0.6,2.2,3.1,0.4,0.5,0.4,4.6
10.0,16.7,3.3,6.3,3.2,6.2,0.6,0.8,3.1,4.5,0.4,0.9,0.4,7.3
11.0,9.6,1.4,3.1,1.4,3.1,0.3,0.5,1.7,2.2,0.4,0.2,0.4,3.0
1.0,13.8,1.7,4.3,1.7,4.3,1.1,1.7,0.7,0.7,2.4,0.6,1.1,4.6
0.0,10.7,2.0,4.2,2.0,4.0,0.5,0.6,1.7,2.1,0.4,0.1,0.7,4.6
1.0,19.6,1.9,3.8,1.9,3.8,0.7,1.4,2.6,4.2,1.1,0.9,0.8,4.6
9.0,19.1,1.7,3.6,1.6,3.3,1.1,1.6,2.6,4.0,1.3,0.7,1.2,4.5
37.0,25.3,1.8,4.1,1.8,3.8,0.7,1.2,3.0,4.5,2.4,0.8,1.7,4.5
0.0,11.9,1.6,4.4,0.5,1.6,0.3,0.3,1.1,1.5,0.5,0.3,0.6,4.5
2.0,12.6,1.9,4.0,1.9,3.9,0.6,0.8,2.0,2.9,0.6,0.5,0.5,4.4
13.0,20.5,1.8,5.1,1.7,4.6,0.8,1.2,1.5,1.7,3.1,0.7,1.5,4.4
0.0,13.4,1.8,3.7,1.8,3.7,0.7,1.1,2.2,3.2,0.5,0.2,0.8,4.3
1.0,11.8,1.6,3.3,1.6,3.3,1.0,1.4,2.1,3.7,0.3,0.4,0.8,4.3
0.0,9.9,1.6,3.9,1.5,3.6,0.8,1.1,1.3,1.6,0.4,0.1,0.6,4.3
0.0,11.0,1.1,3.5,0.7,2.4,1.6,2.0,0.9,1.1,0.4,0.0,0.9,4.2
0.0,12.5,1.3,3.5,1.0,2.8,2.8,3.0,0.8,0.8,0.5,0.0,1.5,5.5
0.0,10.0,1.0,3.5,0.5,2.2,0.8,1.3,1.0,1.3,0.3,0.0,0.5,3.3
20.0,17.9,1.8,5.0,1.6,4.1,0.5,0.9,3.0,4.5,0.7,0.9,0.9,4.2
7.0,17.1,1.2,3.1,1.1,3.0,1.8,2.1,1.8,2.1,2.9,0.6,1.0,4.2
4.0,11.6,1.7,4.0,1.5,3.4,0.7,1.1,1.5,2.0,0.8,0.2,1.1,4.1
10.0,20.1,1.7,4.1,1.7,4.1,0.7,1.0,2.8,4.2,1.3,0.4,0.5,4.1
0.0,14.3,1.5,3.9,0.6,1.4,0.3,0.3,1.3,1.5,0.5,0.3,0.6,4.1
3.0,16.9,1.9,4.1,1.9,4.0,0.2,0.4,2.9,4.4,0.9,0.8,0.7,4.0
3.0,16.4,2.1,4.5,2.1,4.4,0.3,0.5,2.8,4.5,1.0,0.8,0.8,4.5
5.0,12.4,1.7,3.4,1.6,3.3,0.7,1.2,2.0,3.0,0.3,0.3,0.6,4.0
1.0,10.5,1.9,3.5,1.9,3.4,0.4,0.6,1.7,2.5,0.4,0.1,0.8,4.3
4.0,13.5,1.7,3.6,1.7,3.5,0.8,1.6,2.2,3.4,0.3,0.4,0.6,4.2
0.0,11.0,1.3,2.7,1.3,2.6,0.8,1.0,1.7,2.6,0.4,0.2,0.4,3.4
8.0,13.1,1.5,3.4,1.5,3.3,1.0,1.4,1.9,2.7,0.4,0.4,0.8,4.0
1.0,14.4,1.5,3.7,1.5,3.6,1.1,1.6,1.8,3.0,0.3,0.4,0.9,4.1
0.0,10.8,1.5,3.4,1.4,3.1,1.0,1.3,1.6,2.2,0.6,0.3,0.7,4.0
2.0,9.3,1.3,3.4,0.5,1.4,0.6,1.0,1.1,1.4,0.3,0.2,0.9,4.0
0.0,4.0,1.5,3.0,1.0,1.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,4.0
2.0,9.8,1.3,3.5,0.4,1.4,0.6,1.0,1.2,1.5,0.3,0.2,0.9,4.0
25.0,19.5,1.7,4.3,1.7,4.0,0.6,0.7,1.4,2.4,1.1,0.4,0.8,4.0
1.0,13.1,1.4,3.4,0.8,1.8,0.7,0.9,1.6,2.0,1.0,0.4,0.5,4.0
3.0,12.8,1.4,3.7,1.1,2.6,0.7,0.9,0.8,0.9,2.2,0.4,1.1,3.9
2.0,23.0,1.8,5.8,1.8,5.5,0.3,0.5,1.5,1.8,4.8,1.0,1.3,3.8
6.0,17.9,1.5,3.9,1.5,3.6,0.7,1.0,1.5,1.6,2.7,0.6,1.2,3.8
1.0,13.1,1.5,3.2,1.5,3.2,0.8,1.1,2.5,4.2,0.8,0.4,0.7,3.8
3.0,12.6,1.2,3.8,0.7,2.3,0.7,0.8,1.2,1.2,1.0,0.4,0.8,3.7
3.0,12.4,1.3,3.8,0.8,2.3,0.8,1.0,1.2,1.2,1.0,0.4,0.8,4.0
11.0,16.9,1.6,4.0,1.6,3.6,0.4,0.5,1.1,1.4,2.3,0.4,1.0,3.7
11.0,18.4,1.7,4.3,1.7,3.9,0.4,0.5,1.3,1.5,2.4,0.5,1.0,3.9
2.0,12.1,1.6,3.6,1.6,3.6,0.6,1.0,1.3,2.4,0.5,0.2,0.5,3.7
0.0,12.0,1.2,4.0,0.5,1.0,0.7,0.8,0.5,0.7,0.8,0.2,0.8,3.7
0.0,14.6,1.2,4.2,0.9,2.7,0.9,0.9,1.8,2.3,1.3,0.3,0.7,3.7
0.0,16.1,1.4,3.5,1.4,3.4,0.9,1.1,2.6,3.4,0.9,0.3,1.1,3.6
12.0,17.3,1.4,2.8,1.4,2.8,0.8,1.6,1.9,3.8,0.4,0.5,0.7,3.6
8.0,10.9,1.4,3.8,1.3,3.4,0.6,1.0,1.5,2.2,0.7,0.3,0.8,3.6
0.0,12.8,1.2,3.3,0.9,2.4,0.8,1.1,0.8,1.0,1.8,0.7,1.0,3.5
0.0,13.4,0.9,2.9,0.6,2.1,0.6,0.8,0.9,1.0,1.6,0.5,1.0,2.7
0.0,12.4,1.5,3.6,1.1,2.6,1.0,1.3,0.8,1.0,2.0,0.8,0.9,4.3
14.0,14.1,1.5,3.2,1.5,3.2,0.5,0.7,2.2,3.3,0.5,0.6,0.6,3.5
12.0,11.3,1.5,3.2,1.5,3.1,0.5,1.2,1.9,3.3,0.5,0.4,0.6,3.5
8.0,20.0,1.5,4.3,1.1,2.8,0.2,0.2,1.6,2.0,2.6,1.2,1.0,3.5
2.0,13.4,1.2,3.2,1.1,2.6,0.8,1.0,1.9,2.5,0.9,0.3,0.6,3.5
2.0,10.2,1.4,3.1,1.3,2.8,0.6,0.8,0.9,1.6,0.3,0.3,0.4,3.5
0.0,14.5,1.3,2.9,1.3,2.8,0.9,1.5,2.9,4.2,0.5,0.5,0.7,3.4
0.0,8.7,1.2,2.6,0.5,0.9,0.4,0.5,0.8,1.0,0.4,0.3,0.1,3.4
0.0,10.8,1.3,4.2,0.9,2.6,0.6,0.6,0.3,0.4,1.4,0.1,0.4,3.4
5.0,9.4,1.3,2.9,0.8,1.8,0.4,0.6,1.6,2.4,0.4,0.2,0.4,3.4
0.0,7.8,1.5,3.1,1.5,3.1,0.5,0.8,1.3,2.0,0.2,0.4,0.7,3.4
2.0,12.3,1.2,4.4,0.7,2.3,0.4,0.6,0.8,1.0,1.4,0.5,0.7,3.3
2.0,13.0,1.3,4.4,0.6,2.3,0.4,0.6,0.8,1.1,1.3,0.6,0.6,3.5
5.0,11.7,1.3,2.8,1.3,2.8,0.6,0.7,1.5,2.6,0.3,0.5,0.3,3.3
4.0,13.5,1.3,3.0,1.0,2.3,0.4,0.6,1.1,1.7,0.8,0.5,0.6,3.3
5.0,12.5,1.3,3.0,1.3,2.8,0.6,0.8,1.3,1.5,1.5,0.5,0.5,3.3
0.0,12.7,1.2,3.0,1.2,2.9,0.9,1.3,2.1,3.4,0.2,0.3,0.5,3.2
3.0,13.3,1.2,3.3,1.0,2.5,0.4,0.5,1.4,1.9,0.8,0.4,0.6,3.1
3.0,11.5,1.0,2.9,0.5,1.5,0.5,0.6,1.4,1.6,0.7,0.3,0.5,3.1
1.0,9.7,1.1,2.6,0.9,2.0,0.8,1.2,0.8,1.1,1.4,0.3,0.7,3.1
0.0,10.3,1.0,2.6,0.7,2.1,0.7,0.8,0.7,0.9,2.1,0.6,0.8,3.0
0.0,10.9,1.0,2.7,0.7,2.1,0.7,0.8,0.8,1.0,2.2,0.7,0.9,3.1
0.0,8.5,1.2,2.4,1.1,2.3,0.6,0.9,1.0,1.7,0.1,0.2,0.3,3.0
4.0,12.4,1.1,3.2,0.9,2.4,0.5,0.7,1.0,1.7,0.5,0.2,0.4,3.0
7.0,12.4,1.2,2.8,1.2,2.7,0.5,0.8,1.5,2.7,0.4,0.6,0.5,3.0
0.0,12.3,1.4,3.3,1.4,3.1,0.1,0.4,1.1,2.3,0.6,0.1,1.3,3.0
27.0,14.9,1.3,3.7,1.3,3.6,0.4,0.5,2.2,3.4,1.1,0.6,0.7,2.9
3.0,10.1,1.0,3.3,1.0,3.3,0.2,0.3,1.4,1.9,0.7,0.5,0.7,2.3
24.0,20.6,1.6,4.2,1.5,4.0,0.6,0.8,3.2,5.2,1.7,0.7,0.8,3.7
0.0,7.1,1.1,2.9,0.8,2.0,0.6,0.6,0.9,1.1,0.1,0.2,0.4,2.9
0.0,7.5,1.2,3.2,0.9,2.2,0.4,0.4,0.7,1.0,0.1,0.2,0.4,3.1
15.0,17.6,1.1,2.8,1.0,2.6,0.7,0.8,0.9,1.2,0.8,0.3,0.7,2.9
0.0,9.6,1.0,3.1,0.8,2.1,0.7,0.9,0.9,1.4,0.2,0.7,0.1,2.9
27.0,17.1,0.9,2.2,0.9,2.2,1.1,2.0,3.4,5.4,0.4,0.7,0.9,2.9
1.0,11.9,1.1,2.4,1.1,2.4,0.6,1.1,2.1,3.2,0.2,0.5,0.7,2.9
5.0,11.6,1.1,2.8,0.6,1.7,0.3,0.3,0.8,0.9,0.9,0.4,0.4,2.9
1.0,12.5,1.0,2.8,1.0,2.5,0.7,0.8,0.8,1.1,1.8,0.5,0.5,2.8
0.0,7.8,1.2,3.1,0.8,2.2,0.0,0.1,0.6,0.8,0.3,0.2,0.4,2.7
0.0,11.8,0.8,2.5,0.8,2.2,1.0,1.3,0.9,1.0,1.8,0.5,0.9,2.7
0.0,7.9,1.0,3.1,0.9,2.8,0.6,0.7,1.0,1.6,0.3,0.2,0.4,2.7
0.0,10.8,1.0,2.7,1.0,2.7,0.6,0.7,1.3,1.8,0.5,0.3,0.4,2.6
0.0,13.5,1.0,2.9,1.0,2.8,1.1,1.1,1.7,2.4,0.9,0.3,0.4,3.1
1.0,12.3,1.0,2.7,0.6,1.6,0.1,0.5,0.7,0.8,1.3,0.5,0.8,2.5
3.0,13.7,0.8,2.4,0.6,1.4,0.7,0.9,1.4,1.7,2.8,0.4,1.3,2.5
1.0,10.5,1.1,2.1,1.1,2.1,0.3,0.5,1.8,2.7,0.8,0.4,0.7,2.5
0.0,7.5,1.0,2.7,0.8,2.2,0.3,0.6,0.7,1.1,0.6,0.3,0.5,2.4
2.0,10.1,0.9,2.1,0.7,1.6,0.4,0.6,1.2,1.8,1.6,0.4,0.6,2.4
0.0,7.1,0.7,1.6,0.5,1.3,0.8,0.9,0.6,0.8,0.7,0.4,0.5,2.3
0.0,8.7,0.9,3.5,0.7,3.1,0.3,0.5,0.8,1.4,0.4,0.3,0.5,2.3
0.0,6.2,0.8,2.3,0.7,2.0,0.3,0.3,0.7,0.7,0.0,0.0,0.3,2.2
0.0,6.8,0.9,2.3,0.6,1.6,0.3,0.3,0.4,0.6,0.9,0.4,0.6,2.2
0.0,6.2,0.9,2.1,0.8,1.7,0.2,0.3,0.5,0.7,0.8,0.4,0.6,2.1
0.0,7.6,0.8,2.5,0.5,1.5,0.4,0.4,0.4,0.5,1.0,0.4,0.7,2.3
2.0,8.9,0.8,2.3,0.5,1.2,0.3,0.5,1.0,1.6,0.3,0.3,0.5,2.2
0.0,8.9,0.8,2.2,0.5,1.6,0.3,0.4,1.4,2.1,0.4,0.3,0.7,2.2
4.0,14.5,0.9,3.0,0.8,2.4,0.4,0.8,1.5,2.3,0.6,0.4,0.7,2.1
0.0,5.4,0.8,2.3,0.8,2.2,0.4,0.6,0.6,1.0,0.4,0.1,0.2,2.1
0.0,12.0,0.5,2.5,0.5,1.8,1.0,1.5,1.3,1.8,1.0,0.5,1.0,2.0
0.0,7.0,0.8,2.3,0.8,2.0,0.5,1.0,1.0,1.3,0.5,0.5,0.8,2.0
1.0,9.1,0.9,2.4,0.9,2.4,0.3,0.6,1.1,2.0,0.5,0.4,0.2,2.0
0.0,6.4,0.9,2.5,0.9,2.5,0.1,0.3,0.4,0.7,0.3,0.3,0.2,1.9
0.0,4.6,0.7,1.7,0.3,0.6,0.0,0.3,0.6,0.6,0.1,0.0,0.1,1.9
47.0,14.6,0.8,1.6,0.8,1.5,0.3,0.4,2.6,3.5,0.4,0.4,0.5,1.9
3.0,10.8,0.8,2.0,0.8,2.0,0.3,0.5,1.4,2.3,0.3,0.2,0.4,1.9
0.0,5.6,0.7,1.4,0.4,1.0,0.4,0.5,0.5,0.6,0.7,0.1,0.3,1.9
0.0,5.7,0.7,3.0,0.7,2.3,0.5,0.5,0.2,0.7,0.7,0.2,1.0,1.8
1.0,9.6,0.7,2.3,0.6,2.0,0.4,0.7,0.8,1.0,1.1,0.3,0.5,1.8
2.0,9.0,0.7,1.4,0.7,1.4,0.4,0.6,0.9,1.7,0.3,0.2,0.6,1.8
0.0,7.7,0.8,2.7,0.7,2.5,0.3,0.6,0.8,1.2,0.6,0.3,0.6,1.8
0.0,7.7,0.6,2.0,0.5,1.3,0.1,0.1,0.5,0.6,1.0,0.5,0.3,1.5
0.0,13.2,1.0,2.8,0.6,1.6,0.2,0.2,1.0,1.2,2.0,0.6,0.4,2.6
0.0,4.7,0.5,1.9,0.5,1.9,0.4,0.7,0.9,1.3,0.2,0.2,0.4,1.4
1.0,5.8,0.5,1.3,0.5,0.8,0.3,0.3,1.0,1.3,0.0,0.0,0.5,1.3
0.0,4.4,0.4,1.0,0.4,0.8,0.3,0.4,0.3,0.4,0.1,0.1,0.4,1.2
0.0,3.7,0.4,0.8,0.3,0.6,0.2,0.2,0.2,0.2,0.1,0.0,0.2,1.0
0.0,7.3,0.4,1.3,0.4,1.1,0.4,0.5,1.0,1.5,0.4,0.3,0.3,1.2
0.0,4.3,0.3,1.5,0.2,0.8,0.3,0.3,0.3,0.3,0.0,0.2,0.0,1.2
0.0,5.0,0.4,1.7,0.1,1.0,0.0,0.1,0.3,0.7,0.1,0.1,0.3,1.1
0.0,5.5,0.3,0.8,0.0,0.5,0.3,0.5,0.8,0.8,0.5,0.5,1.0,1.0
0.0,5.2,0.3,1.2,0.2,0.7,0.2,0.2,0.4,0.4,0.9,0.3,0.5,0.8
1.0,7.0,0.3,0.9,0.2,0.8,0.0,0.2,0.9,1.0,0.5,0.4,0.2,0.6
0.0,4.6,0.1,0.6,0.1,0.6,0.1,0.1,0.4,0.5,0.2,0.1,0.2,0.2
75.0,42.3,10.3,24.2,8.9,19.7,8.7,10.5,3.3,4.0,7.9,2.4,4.6,30.7
66.0,40.7,8.7,20.1,6.7,14.2,8.2,10.1,4.5,5.9,6.0,1.3,4.1,27.6
80.0,42.4,9.9,21.1,8.6,17.2,6.0,8.0,6.0,7.4,7.2,2.2,3.3,27.2
78.0,38.7,8.5,18.5,7.3,15.6,7.9,9.1,8.5,9.7,3.1,1.2,2.3,26.1
80.0,36.1,9.3,16.7,9.3,16.5,7.3,9.9,6.2,8.9,1.6,1.0,2.4,26.0
78.0,40.8,9.2,21.3,7.3,15.7,5.5,7.1,5.3,6.2,5.7,1.7,2.6,25.7
80.0,40.9,8.2,19.0,5.6,12.0,6.5,8.0,3.7,4.7,5.1,1.7,3.0,25.5
7.0,41.6,8.4,17.0,7.4,14.6,6.7,7.3,5.3,6.4,3.1,1.7,2.4,24.6
76.0,36.7,9.0,20.0,7.4,15.9,4.8,6.0,3.8,5.2,4.2,1.4,2.2,24.5
20.0,30.4,6.2,15.1,5.3,12.2,2.5,3.6,1.9,3.3,3.1,1.3,1.1,15.9
56.0,38.9,10.0,21.7,8.1,17.3,5.6,6.8,4.5,5.9,4.7,1.5,2.6,27.5
41.0,34.8,8.8,19.4,8.8,19.3,6.7,8.9,6.9,8.8,1.9,0.6,3.0,24.3
77.0,38.6,8.2,17.1,8.0,16.5,7.5,9.9,3.7,5.2,6.8,1.6,4.2,24.1
78.0,39.3,8.2,19.2,5.5,12.0,4.8,5.5,3.4,4.4,3.7,1.1,2.2,23.9
75.0,38.0,8.3,18.9,6.9,15.0,4.9,5.8,3.2,4.2,2.3,0.8,1.8,23.0
82.0,38.1,8.3,16.6,8.3,16.3,5.4,6.7,10.5,13.5,5.7,1.5,2.7,22.2
33.0,41.1,7.2,17.1,6.3,14.4,6.9,8.2,5.8,7.3,4.0,1.0,4.0,22.2
60.0,36.9,6.4,14.9,5.7,12.4,8.5,10.0,4.9,6.0,3.4,1.1,3.0,22.2
61.0,38.7,7.7,17.8,6.7,14.4,5.8,7.4,5.0,6.3,4.7,2.9,2.5,22.0
82.0,40.0,7.4,16.0,6.0,12.0,5.6,6.7,2.4,3.0,8.1,1.5,2.8,21.7
72.0,37.8,8.5,19.0,6.7,13.9,3.0,4.3,4.2,5.9,3.9,1.5,2.3,21.7
82.0,36.1,6.8,14.9,5.5,11.4,6.7,8.1,5.6,6.6,4.2,1.6,2.8,21.6
78.0,38.2,7.2,17.1,6.7,15.4,6.4,7.8,4.2,5.8,7.0,1.4,4.1,21.3
75.0,34.8,7.1,16.4,6.5,14.3,6.1,7.6,3.8,5.7,2.6,0.9,3.0,20.8
71.0,38.0,7.5,16.2,5.1,10.1,3.1,4.0,3.9,5.5,1.3,1.1,1.7,20.5
66.0,33.4,7.8,15.8,7.8,15.7,4.6,6.9,8.0,11.1,2.7,0.7,1.9,20.3
66.0,38.4,6.8,15.4,4.2,8.8,3.8,4.2,3.4,4.3,2.1,1.2,1.5,20.1
67.0,34.9,7.7,15.1,7.7,15.0,4.2,5.1,3.6,4.7,3.3,1.4,2.4,19.7
80.0,38.6,7.0,15.8,5.4,11.3,4.0,5.2,3.2,4.2,6.8,1.6,2.5,19.6
68.0,38.3,7.6,17.5,6.6,14.4,3.3,4.4,5.3,7.6,2.3,0.8,1.7,19.6
67.0,35.4,8.3,19.1,8.1,18.5,2.7,3.4,7.2,9.1,4.7,1.4,2.7,19.5
46.0,36.3,9.0,19.9,8.7,19.3,3.1,3.9,7.7,9.7,5.5,1.5,2.9,21.3
21.0,33.4,6.8,17.4,6.6,16.7,1.8,2.3,6.1,7.9,3.1,1.2,2.3,15.6
81.0,38.8,7.6,15.9,6.2,11.7,2.8,3.4,8.4,11.3,1.9,2.0,1.5,19.4
32.0,34.4,6.3,16.3,3.8,8.7,4.0,5.3,3.1,3.8,7.9,1.8,2.8,19.2
13.0,32.9,6.2,16.8,3.7,9.2,4.1,5.3,2.8,3.7,7.2,1.7,2.1,18.9
19.0,35.3,6.4,16.0,3.8,8.3,4.0,5.3,3.3,3.9,8.3,1.8,3.3,19.5
77.0,38.4,7.5,17.9,6.1,13.5,2.6,4.8,6.7,9.0,3.4,1.2,3.3,19.1
53.0,40.2,7.9,19.1,6.3,14.1,3.0,5.5,7.0,9.4,3.7,1.2,3.5,20.4
24.0,34.5,6.7,15.2,5.7,12.1,1.8,3.3,5.9,8.3,3.0,1.0,2.9,16.3
37.0,34.8,7.2,16.1,7.2,16.0,4.5,5.5,6.5,9.6,1.9,0.7,2.4,18.9
76.0,38.5,6.7,15.3,6.2,13.7,4.8,5.6,2.9,3.9,4.9,1.0,2.9,18.7
49.0,35.4,6.5,16.1,4.5,10.5,3.7,4.5,4.0,4.9,2.3,1.3,2.4,18.7
65.0,33.5,6.5,14.3,5.2,10.9,4.1,4.8,2.9,3.4,2.6,0.8,2.2,18.5
51.0,34.7,7.1,13.6,7.1,13.6,3.7,5.3,6.2,9.0,2.8,0.8,2.7,17.8
53.0,32.0,6.4,12.4,6.4,12.3,5.0,6.6,5.0,7.3,2.4,0.7,2.4,17.8
67.0,38.4,6.2,15.7,3.6,8.4,2.6,3.1,2.4,2.9,4.3,1.3,2.1,17.7
66.0,38.6,6.9,14.9,6.6,13.8,3.6,5.3,4.8,7.0,3.2,1.3,3.1,17.5
64.0,36.2,6.2,14.1,3.9,8.9,2.5,3.1,2.8,3.5,2.8,1.1,2.0,17.2
21.0,31.6,5.6,12.9,3.0,7.4,2.4,3.0,2.3,2.7,1.8,1.0,1.8,16.0
43.0,38.7,6.5,14.8,4.4,9.7,2.6,3.2,3.1,3.9,3.4,1.2,2.1,17.8
71.0,36.2,6.0,13.5,6.0,13.4,5.3,6.6,2.8,3.9,2.7,0.7,2.1,17.2
82.0,39.5,6.6,14.4,4.5,9.9,1.6,2.2,3.7,5.1,3.5,1.0,1.8,17.1
78.0,33.5,5.9,12.6,5.8,12.5,5.2,6.4,4.8,8.6,1.3,0.7,2.4,16.9
49.0,34.6,6.2,12.4,6.0,11.7,4.1,4.7,5.0,7.3,2.1,0.9,2.2,16.8
